0.00096;2.05213
0.00096;2.05178
0.00096;2.26102
0.00096;2.21875
0.00096;2.49472
0.009984;1.89155
0.009984;2.3629
0.009984;2.14928
0.009984;2.15613
0.009984;2.16775
0.099968;2.16346
0.099968;2.13446
0.099968;2.54118
0.099968;1.88804
0.099968;2.16238
1;2.14333
1;2.12595
1;2.14191
1;2.11761
1;2.34962
10;2.15156
10;2.12584
10;2.09946
10;1.95231
10;2.1572
100;2.45071
100;2.6736
100;2.69605
100;2.26465
100;2.65416
1000;5.60502
1000;5.60959
1000;6.00516
1000;5.79591
1000;5.58854
10000;37.41
10000;37.6743
10000;37.3115
10000;37.619
10000;37.754
100000;358.652
100000;358.018
100000;356.987
100000;361.877
100000;357.259
