0.00096;1.29577
0.00096;1.10298
0.00096;1.09332
0.00096;1.08792
0.00096;1.09051
0.009984;1.29224
0.009984;1.49328
0.009984;1.69684
0.009984;1.29311
0.009984;1.28836
0.099968;1.49179
0.099968;1.0859
0.099968;1.30114
0.099968;1.49822
0.099968;1.69433
1;1.69443
1;1.49252
1;1.49676
1;1.48555
1;1.08755
10;1.11031
10;1.10904
10;1.11486
10;1.10802
10;1.10851
100;1.30671
100;1.50412
100;1.7049
100;1.50335
100;1.70091
1000;3.6869
1000;3.66407
1000;3.82064
1000;3.64623
1000;3.64973
10000;25.9201
10000;25.4632
10000;25.5227
10000;25.843
10000;25.5915
100000;248.54
100000;247.043
100000;246.976
100000;247.364
100000;247.658
